sedalea,sedaleaname,year,fips,stateabb,multi_comp,subcat,subgroup,gap,gradecenter,tot_asmts,cellcount,mn_asmts,flag_estasmt,cs_mn_avg_ol,cs_mn_avg_ol_se,cs_mn_avg_ol_se_adj,cs_mn_avg_eb,cs_mn_avg_eb_se,cs_mn_avg_eb_se_adj
407240,Safford Unified District (4218),2018,4,AZ,0,gender,mfg,1,5.5,1865,7,266.4285714285714,0,-.0674945479817702,.0684890067092862,.0684890067092862,-.20556885227998,.005314355731158,.005314355731158
407240,Safford Unified District (4218),2018,4,AZ,0,race,whg,1,5.5,1912,8,239,0,.3190848994452693,.0664441960399709,.0664441960399709,.3254642347964068,.003001630508989,.003001630508989
407240,Safford Unified District (4218),2018,4,AZ,0,race,wht,0,5.5,911,8,113.875,0,.3121078613793191,.0481703744441162,.0496795730316296,.256612560868034,.024681180500951,.0274289360040767
407300,Sahuarita Unified District (4411),2018,4,AZ,0,all,all,0,5.5,2075,4,518.75,0,.0200933375673934,.023243357488779,.0262283943441042,.0216353311024544,.0198586006955842,.0231851219747033
407300,Sahuarita Unified District (4411),2018,4,AZ,0,ecd,ecd,0,5.5,844,4,211,0,-.2677902190397331,.0403725887417801,.0421618420403043,-.2809754725404474,.0245900615637299,.0273469740026798
407300,Sahuarita Unified District (4411),2018,4,AZ,0,gender,fem,0,5.5,1037,4,259.25,0,.0874571939423626,.032203259665592,.0344198334628191,.1139570784623934,.0202492736853764,.0235206067987306
407300,Sahuarita Unified District (4411),2018,4,AZ,0,race,hsp,0,5.5,1081,4,270.25,0,-.1970387525753407,.0346082548749704,.0366797806428769,-.1510639772746742,.0200290100044122,.0233312473123933
407300,Sahuarita Unified District (4411),2018,4,AZ,0,gender,mal,0,5.5,1038,4,259.5,0,-.0461918208643216,.0332603093076319,.0354107777062013,-.070678228862643,.020176130848937,.0234576664531799
407300,Sahuarita Unified District (4411),2018,4,AZ,0,gender,mfg,1,5.5,2075,4,518.75,0,-.1336490148066842,.0462957677150827,.0462957677150827,-.1846353073250364,.0053274100316563,.0053274100316563
407300,Sahuarita Unified District (4411),2018,4,AZ,0,race,whg,1,5.5,1924,4,481,0,.4959417011850475,.0475307087911752,.0475307087911752,.4181952018118907,.0030286408721294,.0030286408721294
407300,Sahuarita Unified District (4411),2018,4,AZ,0,race,wht,0,5.5,843,4,210.75,0,.2989029486097068,.0325797018510082,.0347722874602642,.2671312245372164,.0199183198826809,.0232362933004388
407500,Santa Cruz Elementary District (4459),2018,4,AZ,0,all,all,0,5.5,252,10,25.2,0,.1037240554511075,.0651601711979808,.0662836549465163,.1422172859165631,.0417397127850777,.0434210718750239
407500,Santa Cruz Elementary District (4459),2018,4,AZ,0,gender,fem,0,5.5,92,8,11.5,0,.1106201622904131,.0936001761989887,.0943857403795743,.097469304441876,.0419331754194388,.0436070758037344
407500,Santa Cruz Elementary District (4459),2018,4,AZ,0,race,hsp,0,5.5,250,10,25,0,.1019359106101645,.065273242217725,.0663948126899417,.1391193618738451,.0417981164992105,.0434772170484357
407500,Santa Cruz Elementary District (4459),2018,4,AZ,0,gender,mal,0,5.5,140,10,14,0,.1075636649866599,.0983378037448218,.0990858145643147,.2262334774598314,.0418952924787025,.0435706482769219
407500,Santa Cruz Elementary District (4459),2018,4,AZ,0,gender,mfg,1,5.5,232,8,29,0,-.0030564973037532,.1357619852161747,.1357619852161747,.1287641730179554,.0054036548623962,.0054036548623962
407500,Santa Cruz Elementary District (4459),2018,4,AZ,0,ecd,nec,0,5.5,252,10,25.2,0,.10446843947678,.0646276191587497,.0657602019510817,.1422172859165631,.0417397127850777,.0434210718750239
407520,Santa Cruz Valley Unified District (4458),2018,4,AZ,0,all,all,0,5.5,2902,11,263.8181818181818,0,-.3286971289363336,.0212014358779698,.0244371824441019,-.3249347357835701,.0190313218824406,.0224805932303459
407520,Santa Cruz Valley Unified District (4458),2018,4,AZ,0,ecd,ecd,0,5.5,1500,11,136.3636363636364,0,-.3790347626850679,.029565961515599,.0319659362894401,-.3738758652124073,.022828101216936,.025774174372148
407520,Santa Cruz Valley Unified District (4458),2018,4,AZ,0,gender,fem,0,5.5,1433,11,130.2727272727273,0,-.266688458084936,.0272831813190588,.0298671556296762,-.2527610696539776,.0194323570692748,.0228210946420852
407520,Santa Cruz Valley Unified District (4458),2018,4,AZ,0,race,hsp,0,5.5,2809,11,255.3636363636364,0,-.3511755642396788,.0217323562098608,.0248992029782267,-.3413562707916309,.0191004945283316,.0225391825633061
407520,Santa Cruz Valley Unified District (4458),2018,4,AZ,0,gender,mal,0,5.5,1233,9,137,0,-.4180751327499863,.0339492233457816,.03605862959543,-.3988844314722406,.0193618307382991,.0227610709092028
407520,Santa Cruz Valley Unified District (4458),2018,4,AZ,0,gender,mfg,1,5.5,2666,9,296.2222222222222,0,-.1513866746650503,.0435536651577155,.0435536651577155,-.146123361818263,.0053023170048776,.0053023170048776
407520,Santa Cruz Valley Unified District (4458),2018,4,AZ,0,ecd,nec,0,5.5,1165,9,129.4444444444445,0,-.2797982078825251,.0329860494374579,.0351532994185336,-.2928554560268352,.023396398869382,.0262788382439261
407520,Santa Cruz Valley Unified District (4458),2018,4,AZ,0,ecd,neg,1,5.5,2665,9,296.1111111111111,0,.0992365548025427,.0442970149991204,.0442970149991204,.0810204091855721,.0185507751870312,.0185507751870312
407570,Scottsdale Unified District (4240),2018,4,AZ,0,all,all,0,5.5,23809,11,2164.454545454545,0,.4805795808306626,.007536897311987,.0142996441777443,.4848120277761663,.0073830070115152,.0140603930217934
407570,Scottsdale Unified District (4240),2018,4,AZ,0,race,asn,0,5.5,1292,7,184.5714285714286,0,1.025309319877997,.033559962985591,.0356923817937792,1.036639915572684,.0146314989087507,.0189014978166279
407570,Scottsdale Unified District (4240),2018,4,AZ,0,ecd,ecd,0,5.5,5197,11,472.4545454545454,0,-.2475793183673876,.0162698743925683,.0203072355397924,-.2392409310660883,.0131728213513648,.0177963221411107
407570,Scottsdale Unified District (4240),2018,4,AZ,0,gender,fem,0,5.5,11923,11,1083.909090909091,0,.5089309454233166,.0101590818741985,.0158392533613591,.5133399023253831,.008116999379683,.0144593062878199
407570,Scottsdale Unified District (4240),2018,4,AZ,0,race,hsp,0,5.5,4913,11,446.6363636363636,0,-.1115245579416383,.016854963779402,.0207789510448341,-.0919782452168274,.0078090137936848,.0142886862875904
407570,Scottsdale Unified District (4240),2018,4,AZ,0,gender,mal,0,5.5,9702,9,1078,0,.46933206798114,.0126567323686692,.0175461641611715,.4591704400534001,.0080379572186158,.0144150829218396
407570,Scottsdale Unified District (4240),2018,4,AZ,0,gender,mfg,1,5.5,21625,9,2402.777777777778,0,-.0395988774421766,.0162295969998884,.0162295969998884,-.0541694622719829,.0046343122589988,.0046343122589988
407570,Scottsdale Unified District (4240),2018,4,AZ,0,race,nam,0,5.5,313,5,62.6,0,-.2759544740662026,.0682576434973842,.0693309519502989,-.2626707064117837,.0082970476506828,.0145611420950733
407570,Scottsdale Unified District (4240),2018,4,AZ,0,ecd,nec,0,5.5,15083,9,1675.888888888889,0,.6863832198819618,.0092249480299348,.0152569547640955,.6772744069388369,.008500442562043,.0146779897515228
407570,Scottsdale Unified District (4240),2018,4,AZ,0,ecd,neg,1,5.5,20280,9,2253.333333333333,0,.9339625382493494,.0187031676168756,.0187031676168756,.9165153380049252,.011694578275483,.011694578275483
407570,Scottsdale Unified District (4240),2018,4,AZ,0,race,wag,1,5.5,16004,7,2286.285714285714,0,-.3777289787594943,.0347333864828643,.0347333864828643,-.3878218608631172,.0126891395517644,.0126891395517644
407570,Scottsdale Unified District (4240),2018,4,AZ,0,race,whg,1,5.5,19625,11,1784.090909090909,0,.7591048990601412,.0190847275322111,.0190847275322111,.7407962999263942,.0028132185619567,.0028132185619567
407570,Scottsdale Unified District (4240),2018,4,AZ,0,race,wht,0,5.5,14712,11,1337.454545454545,0,.6475803411185029,.0089519283382846,.0150934430628813,.6488180547095668,.0074800459431439,.014111589092188
407570,Scottsdale Unified District (4240),2018,4,AZ,0,race,wng,1,5.5,15025,5,3005,0,.9235348151847056,.0688421594431042,.0688421594431042,.9114887611213505,.0039717127243898,.0039717127243898
407680,Sentinel Elementary District (4250),2018,4,AZ,0,all,all,0,5.5,38,11,3.454545454545455,0,-.0780248221153313,.1372555530810934,.1377924593514301,-.0896113301630354,.0548926721401193,.0561817703003193
407680,Sentinel Elementary District (4250),2018,4,AZ,0,ecd,nec,0,5.5,38,11,3.454545454545455,0,-.0823864302421131,.1496600853332909,.1501526428155248,-.0896113301630354,.0548926721401193,.0561817703003193
407750,Deer Valley Unified District (4246),2018,4,AZ,0,all,all,0,5.5,34901,11,3172.818181818182,0,.3456141415494947,.0058255349418305,.0134763444552722,.3488294021678012,.0057369547926663,.013270211365623
407750,Deer Valley Unified District (4246),2018,4,AZ,0,ecd,ecd,0,5.5,8360,11,760,0,-.0942825199511845,.0119448554236123,.0170397938253272,-.089573903919449,.0105173893211206,.0159311436352585
407750,Deer Valley Unified District (4246),2018,4,AZ,0,gender,fem,0,5.5,17126,11,1556.909090909091,0,.3891967818618282,.0081234860479141,.0146173194563611,.3943754085765579,.0065298087764681,.0136317373086652
407750,Deer Valley Unified District (4246),2018,4,AZ,0,race,hsp,0,5.5,6697,11,608.8181818181819,0,-.0007996924046099,.0133675024999359,.0180655784741162,.0239417352453454,.0062539673489378,.0135017764385578
407750,Deer Valley Unified District (4246),2018,4,AZ,0,gender,mal,0,5.5,17775,11,1615.909090909091,0,.301900960358344,.0083205641127211,.0147277557581785,.3044111519227221,.0064152309170725,.0135772253098554
407750,Deer Valley Unified District (4246),2018,4,AZ,0,gender,mfg,1,5.5,34901,11,3172.818181818182,0,-.0872958215034842,.0116285344185996,.0116285344185996,-.0899642566538358,.004238901955744,.004238901955744
407750,Deer Valley Unified District (4246),2018,4,AZ,0,race,nam,0,5.5,255,9,28.33333333333333,0,-.1179931220054419,.0707601151001355,.0717960228111772,-.1168387149466316,.0068829313081339,.0138043689746292
407750,Deer Valley Unified District (4246),2018,4,AZ,0,ecd,nec,0,5.5,26541,11,2412.818181818182,0,.4808346724826636,.0065052188684238,.0137837903003766,.483825095075154,.0065465234457445,.0136397517800324
407750,Deer Valley Unified District (4246),2018,4,AZ,0,ecd,neg,1,5.5,34901,11,3172.818181818182,0,.5751171924338482,.0136013765339064,.0136013765339064,.5733989989946031,.0093620054887567,.0093620054887567
407750,Deer Valley Unified District (4246),2018,4,AZ,0,race,whg,1,5.5,30425,11,2765.909090909091,0,.4498306407695331,.015033996302706,.015033996302706,.423550765890728,.0026828882052398,.0026828882052398
407750,Deer Valley Unified District (4246),2018,4,AZ,0,race,wht,0,5.5,23728,11,2157.090909090909,0,.4490309483649231,.0068797472151224,.0139644521647876,.4474925011360734,.0058233222567902,.01330777748167
407750,Deer Valley Unified District (4246),2018,4,AZ,0,race,wng,1,5.5,23983,9,2664.777777777778,0,.5670240703703651,.0710937747677559,.0710937747677559,.564331216082705,.0039319873998686,.0039319873998686
407820,Snowflake Unified District (4391),2018,4,AZ,0,all,all,0,5.5,1559,7,222.7142857142857,0,.21544491213956,.0294751146113057,.0318819287978043,.2115770484580351,.025885263419311,.0285172355196351
407820,Snowflake Unified District (4391),2018,4,AZ,0,ecd,ecd,0,5.5,885,7,126.4285714285714,0,.0020803646395249,.0394280076758523,.0412582451372538,-.0026419795518504,.0294483894045917,.0317866874323149
407820,Snowflake Unified District (4391),2018,4,AZ,0,gender,fem,0,5.5,548,5,109.6,0,.2368779301817914,.044532760192008,.0461610412884886,.2378770514957517,.0261904834828349,.0287945703989461
407820,Snowflake Unified District (4391),2018,4,AZ,0,race,hsp,0,5.5,144,4,36,0,-.0112696886242564,.090369348467676,.091182751356772,-.1498198470852556,.0260202439675589,.0286398141671084
407820,Snowflake Unified District (4391),2018,4,AZ,0,gender,mal,0,5.5,589,5,117.8,0,.280992517098291,.069307119223004,.0703644212476046,.1950792786228173,.0261347567633297,.0287438927508719
407820,Snowflake Unified District (4391),2018,4,AZ,0,gender,mfg,1,5.5,1137,5,227.4,0,.0441145869164996,.0823810870607483,.0823810870607483,-.0427977728729344,.0053733799017762,.0053733799017762
407820,Snowflake Unified District (4391),2018,4,AZ,0,race,nam,0,5.5,83,6,13.83333333333333,0,-.5846859981182498,.1223223220169368,.1229244705749585,-.5440941819914824,.0261641414065903,.0287706126966262
407820,Snowflake Unified District (4391),2018,4,AZ,0,ecd,nec,0,5.5,394,4,98.5,0,.4735133254655196,.0584914366413087,.0597404650373839,.4741963305769964,.0318039250120434,.0339805165582705
407820,Snowflake Unified District (4391),2018,4,AZ,0,ecd,neg,1,5.5,1279,4,319.75,0,.4714329608259947,.0705394637749062,.0705394637749062,.4768383101288468,.0232078340247837,.0232078340247837
407820,Snowflake Unified District (4391),2018,4,AZ,0,race,whg,1,5.5,1291,4,322.75,0,.3525411164988109,.0963408011825759,.0963408011825759,.4678690302095804,.0030380148137083,.0030380148137083
407820,Snowflake Unified District (4391),2018,4,AZ,0,race,wht,0,5.5,1147,7,163.8571428571429,0,.3412714278745545,.0333905799594492,.0355331652480753,.3180491831243248,.0259281731414164,.0285561906046041
407820,Snowflake Unified District (4391),2018,4,AZ,0,race,wng,1,5.5,1230,6,205,0,.9259574259928043,.126797796880086,.126797796880086,.8621433651158072,.0040912997227139,.0040912997227139
407860,Solomon Elementary District (4222),2018,4,AZ,0,all,all,0,5.5,160,7,22.85714285714286,0,-.2506196193685417,.0834523286420739,.0843324739249559,-.1520317994022347,.0465872748562984,.0480994806409748
407860,Solomon Elementary District (4222),2018,4,AZ,0,ecd,ecd,0,5.5,94,7,13.42857142857143,0,-.3039605878739099,.1108520134201514,.1115161148974447,-.2270772787206575,.049408405646089,.0508367623662611
407860,Solomon Elementary District (4222),2018,4,AZ,0,gender,fem,0,5.5,89,7,12.71428571428571,0,-.2925435384703905,.1017309997748472,.1024542401158128,-.12421813338063,.0467601789654007,.0482669679622775
407860,Solomon Elementary District (4222),2018,4,AZ,0,race,hsp,0,5.5,111,7,15.85714285714286,0,-.2097683735753069,.0955684238659205,.0963379397887193,-.1774515683959164,.0466616185790348,.0481714906122962
407890,Somerton Elementary District (4500),2018,4,AZ,0,all,all,0,5.5,2986,9,331.7777777777778,0,-.2906551042559797,.0243737407336625,.027235165501066,-.2948833030657394,.021580531205586,.0246760042654901
407890,Somerton Elementary District (4500),2018,4,AZ,0,gender,fem,0,5.5,1056,7,150.8571428571429,0,-.2552696449899476,.0373515155257396,.0392786292350971,-.2214537978185639,.021942837308492,.0249934785202493
407890,Somerton Elementary District (4500),2018,4,AZ,0,race,hsp,0,5.5,2866,9,318.4444444444445,0,-.2943394870053167,.0251001068848546,.0278871003897821,-.2954479515316402,.0216731760699336,.0247570680888015
407890,Somerton Elementary District (4500),2018,4,AZ,0,gender,mal,0,5.5,1620,9,180,0,-.3619725749767463,.0354459176191751,.037471163291043,-.3719420350982393,.0218681864408397,.0249279649712234
407890,Somerton Elementary District (4500),2018,4,AZ,0,gender,mfg,1,5.5,2676,7,382.2857142857143,0,-.1067029299867987,.0514931916658398,.0514931916658398,-.1504882372796754,.0053166750067816,.0053166750067816
407890,Somerton Elementary District (4500),2018,4,AZ,0,race,nam,0,5.5,45,8,5.625,0,-.4056814029258192,.2145306495851484,.2148745555293702,-.6376451817631283,.0219146540811921,.0249687389127589
407890,Somerton Elementary District (4500),2018,4,AZ,0,ecd,nec,0,5.5,2986,9,331.7777777777778,0,-.2912508884338825,.0244348999608409,.0272899127630515,-.2948833030657394,.021580531205586,.0246760042654901
407890,Somerton Elementary District (4500),2018,4,AZ,0,race,whg,1,5.5,2916,7,416.5714285714286,0,.1488850846188269,.1377842321537674,.1377842321537674,.0356800736013973,.0025390724397495,.0025390724397495
407890,Somerton Elementary District (4500),2018,4,AZ,0,race,wht,0,5.5,50,7,7.142857142857143,0,-.1454544023864898,.1354787040998405,.1360226241001503,-.2597678779302429,.0216369818164756,.0247253886020364
407920,Sonoita Elementary District (4461),2018,4,AZ,0,all,all,0,5.5,71,5,14.2,0,.136536679916801,.1431155004455081,.1436305032724138,.0057917073010177,.0545765650888073,.0558729569316681
407920,Sonoita Elementary District (4461),2018,4,AZ,0,gender,fem,0,5.5,35,5,7,0,-.1008411520898535,.1881581097711867,.1885501240391652,-.1841903215277774,.0547250836634151,.0560180385354843
407920,Sonoita Elementary District (4461),2018,4,AZ,0,gender,mal,0,5.5,36,5,7.2,0,.2982837907422972,.2078099033463775,.2081649128247827,.1471803419904159,.0546965875813364,.0559902005036419
407920,Sonoita Elementary District (4461),2018,4,AZ,0,ecd,nec,0,5.5,51,5,10.2,0,.1535389858928249,.1550017405473915,.1554773764096871,.1417814416968576,.0578738966315038,.0590980014104471
407920,Sonoita Elementary District (4461),2018,4,AZ,0,race,wht,0,5.5,44,5,8.800000000000001,0,.0458142576536704,.1641429347235797,.1645921566241478,.0774522864608514,.0545988118886546,.0558946877533805
408020,St David Unified District (4173),2018,4,AZ,0,all,all,0,5.5,181,6,30.16666666666667,0,.0251849367438094,.0825936645723945,.0834828630918698,-.0179952939022926,.0460097518575736,.0475403315658475
408020,St David Unified District (4173),2018,4,AZ,0,gender,mal,0,5.5,73,4,18.25,0,.2386737319173116,.1282569626041728,.1288313760656419,-.0172963268997295,.0461517124622682,.0476777350824795
408020,St David Unified District (4173),2018,4,AZ,0,ecd,nec,0,5.5,109,6,18.16666666666667,0,.3474668921745911,.1038694613722924,.1045779135778144,.2261546752186008,.0497657568495647,.0511841422142172
408020,St David Unified District (4173),2018,4,AZ,0,race,wht,0,5.5,167,6,27.83333333333333,0,.0875735561179822,.0841144653992539,.084987753776182,.0103391799434479,.0460343112487006,.0475641006593992
408080,St Johns Unified District (4153),2018,4,AZ,0,all,all,0,5.5,583,9,64.77777777777777,0,.3056849158107901,.0443213329007261,.0459571055726495,.2760641664075859,.0341997262017176,.036232680437247
408080,St Johns Unified District (4153),2018,4,AZ,0,gender,fem,0,5.5,240,7,34.28571428571428,0,.2784255182627788,.0675136219197169,.0685985724868757,.2886509576677868,.0344337001359958,.0364536083872487
408080,St Johns Unified District (4153),2018,4,AZ,0,race,hsp,0,5.5,84,5,16.8,0,.2473900720134451,.1131938545607387,.113844295916995,-.0010922677157504,.0343019018530473,.0363291388575521
408080,St Johns Unified District (4153),2018,4,AZ,0,gender,mal,0,5.5,149,5,29.8,0,.3004749918591257,.1228675109165032,.1234670006169086,.2354960081451314,.0343907957611252,.0364130840835906
408080,St Johns Unified District (4153),2018,4,AZ,0,gender,mfg,1,5.5,389,5,77.8,0,.0220494735963468,.1401945590368454,.1401945590368454,-.0531549495226554,.005400369764581,.005400369764581
408080,St Johns Unified District (4153),2018,4,AZ,0,race,nam,0,5.5,58,6,9.666666666666666,0,-.0620006035706077,.1177288539634987,.118354374900455,-.0250087357488592,.0344117847620858,.03643290806273
408080,St Johns Unified District (4153),2018,4,AZ,0,ecd,nec,0,5.5,583,9,64.77777777777777,0,.3046218504546051,.0429823714369831,.0446672056084264,.2760641664075859,.0341997262017176,.036232680437247
408080,St Johns Unified District (4153),2018,4,AZ,0,race,whg,1,5.5,278,5,55.6,0,.1634042065115053,.1449226073487318,.1449226073487318,.4608019862404489,.0030699520782373,.0030699520782373
408080,St Johns Unified District (4153),2018,4,AZ,0,race,wht,0,5.5,194,5,38.8,0,.4107942785249504,.0904970353682208,.0913093008020304,.4597097185246986,.0342351672928801,.0362661348776886
408080,St Johns Unified District (4153),2018,4,AZ,0,race,wng,1,5.5,252,5,50.4,0,.4727948820955581,.1484917387129527,.1484917387129527,.4847184542735578,.0041200807684689,.0041200807684689
408170,Sunnyside Unified District (4407),2018,4,AZ,0,all,all,0,5.5,16308,11,1482.545454545455,0,-.5104599292830813,.0101401024602924,.0158270869216002,-.5070213221726861,.0096593643394192,.0153782046688441
408170,Sunnyside Unified District (4407),2018,4,AZ,0,race,blk,0,5.5,340,8,42.5,0,-.6001612900993265,.0631830581759778,.064341074307068,-.5810185603864871,.0118329031234484,.0168286498485211
408170,Sunnyside Unified District (4407),2018,4,AZ,0,ecd,ecd,0,5.5,13152,11,1195.636363636364,0,-.5390582660817766,.0114531627650046,.0166988005509481,-.537500679769634,.0107784634141483,.0161046928864026
408170,Sunnyside Unified District (4407),2018,4,AZ,0,gender,fem,0,5.5,7946,11,722.3636363636364,0,-.41803219460535,.0131052627065657,.0178724064727378,-.4112231016235779,.0103271293562581,.0158061842370669
408170,Sunnyside Unified District (4407),2018,4,AZ,0,race,hsp,0,5.5,14449,11,1313.545454545455,0,-.5038391885397155,.0106544094134223,.0161614183309349,-.5013767622573548,.0098171636710628,.0154778086930822
408170,Sunnyside Unified District (4407),2018,4,AZ,0,gender,mal,0,5.5,8362,11,760.1818181818181,0,-.6053802999281302,.0157809806662503,.0199176894570436,-.6063900462872203,.0102098646740376,.0157298186911794
408170,Sunnyside Unified District (4407),2018,4,AZ,0,gender,mfg,1,5.5,16308,11,1482.545454545455,0,-.1873481053227802,.0205130997510534,.0205130997510534,-.1951669446636423,.0049279101574361,.0049279101574361
408170,Sunnyside Unified District (4407),2018,4,AZ,0,race,nam,0,5.5,345,7,49.28571428571428,0,-.8251693303469704,.066559519706511,.0676597714013289,-.8410282679910204,.0103795884178699,.0158405086761629
408170,Sunnyside Unified District (4407),2018,4,AZ,0,race,wbg,1,5.5,580,4,145,0,.4872658139742779,.0982395933643855,.0982395933643855,.2925649863082069,.0070096245197816,.0070096245197816
408170,Sunnyside Unified District (4407),2018,4,AZ,0,race,whg,1,5.5,14689,4,3672.25,0,.390943712414667,.075976544432342,.075976544432342,.2129231881790746,.0023439159805431,.0023439159805431
408170,Sunnyside Unified District (4407),2018,4,AZ,0,race,wht,0,5.5,240,4,60,0,-.1128954761250486,.0752257858977281,.0762010096156834,-.2884535740782802,.0097838580561401,.0154567052717554
408170,Sunnyside Unified District (4407),2018,4,AZ,0,race,wng,1,5.5,585,4,146.25,0,.7122738542219218,.1004444549365083,.1004444549365083,.5525746939127402,.0041052521608042,.0041052521608042
408230,Superior Unified School District (4440),2018,4,AZ,0,all,all,0,5.5,81,3,27,0,-.4125507524099936,.1942397067107629,.1946194714451815,-.7093141396624072,.0554717503993956,.0567476955635033
408230,Superior Unified School District (4440),2018,4,AZ,0,race,hsp,0,5.5,67,3,22.33333333333333,0,-.492086966640106,.2139647257287977,.214309539822002,-.7467615155596906,.0555347273759925,.0568092580845854
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,all,all,0,5.5,2271,11,206.4545454545455,0,.2915685041511252,.0206343573290284,.0239468516699103,.3041730862866657,.0184062063418677,.0219539128925717
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,ecd,ecd,0,5.5,312,9,34.66666666666666,0,-.1488551010881712,.0565423820061962,.0578335193936292,-.1722330406681432,.024509223795359,.0272743086153656
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,gender,fem,0,5.5,978,9,108.6666666666667,0,.3027417667460157,.0348022049552808,.0368628332099966,.3270280220872716,.0188199381687914,.0223019266448517
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,race,hsp,0,5.5,493,11,44.81818181818182,0,.0493417810757444,.0456558106795821,.0472454024358826,.072822902850122,.0185932822845173,.0221109928656983
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,gender,mal,0,5.5,1122,11,102,0,.2523688192438207,.0302992794222139,.0326453876684602,.2697730703672612,.0187450555500187,.022238771705481
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,gender,mfg,1,5.5,2100,9,233.3333333333333,0,-.050372947502195,.0461436864939806,.0461436864939806,-.0572549517200103,.0052905875336867,.0052905875336867
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,ecd,nec,0,5.5,1901,11,172.8181818181818,0,.3807664697705647,.0221438519251031,.0252591603304534,.3929740119812929,.0201301900600468,.0234181641306235
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,ecd,neg,1,5.5,2213,9,245.8888888888889,0,.5296215708587358,.0607238926701468,.0607238926701468,.5652070526494362,.0181204232595649,.0181204232595649
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,race,whg,1,5.5,2089,11,189.9090909090909,0,.3184663600397519,.0517705036089692,.0517705036089692,.3100529396573179,.0030094738483918,.0030094738483918
408280,Tanque Verde Unified District (4408),2018,4,AZ,0,race,wht,0,5.5,1596,11,145.0909090909091,0,.3678081411154963,.0244076216603839,.0272654909663314,.3828758425074399,.0184641179191216,.0220024887211979
408310,Tempe School District (4258),2018,4,AZ,0,all,all,0,5.5,14680,11,1334.545454545455,0,-.2381197222155943,.0100291265246963,.015756217228987,-.2306097229909466,.0095914514627034,.015335638250709
408310,Tempe School District (4258),2018,4,AZ,0,race,blk,0,5.5,643,4,160.75,0,-.6771151460484972,.0609218942379351,.0621220749819,-.5589112306048201,.0117317997429675,.0167577141819613
408310,Tempe School District (4258),2018,4,AZ,0,ecd,ecd,0,5.5,10538,11,958,0,-.4323975207146019,.0116760385030623,.0168524442631819,-.4293293496075079,.0112641238995089,.0164336954644627
408310,Tempe School District (4258),2018,4,AZ,0,gender,fem,0,5.5,7359,11,669,0,-.1646717366138495,.0133433078271219,.0180476831279805,-.1609348824526381,.0102510286794662,.0157565684202637
408310,Tempe School District (4258),2018,4,AZ,0,race,hsp,0,5.5,7523,11,683.9090909090909,0,-.3875139858502877,.013397402259875,.0180877137812262,-.3868364073605194,.0098856814170667,.015521358074439
408310,Tempe School District (4258),2018,4,AZ,0,gender,mal,0,5.5,2045,3,681.6666666666666,0,-.3425546737673449,.0325117338598687,.034708613355961,-.2963188922731929,.0102099977295917,.0157299050548146
408310,Tempe School District (4258),2018,4,AZ,0,gender,mfg,1,5.5,9404,3,3134.666666666667,0,-.1778829371534954,.0351433735196874,.0351433735196874,-.1353840098205548,.0050334640460338,.0050334640460338
408310,Tempe School District (4258),2018,4,AZ,0,race,nam,0,5.5,932,10,93.2,0,-.5919436044184064,.0382016158847819,.0400878841887057,-.5422750512949958,.0102794265156764,.015775058443201
408310,Tempe School District (4258),2018,4,AZ,0,race,wbg,1,5.5,2130,4,532.5,0,1.079213438782682,.0667242330161899,.0667242330161899,.9223960269390099,.0069275514375919,.0069275514375919
408310,Tempe School District (4258),2018,4,AZ,0,race,whg,1,5.5,9010,5,1802,0,.7896122785844719,.0303337511919241,.0303337511919241,.7503212036947093,.0028429809691812,.0028429809691812
408310,Tempe School District (4258),2018,4,AZ,0,race,wht,0,5.5,1487,5,297.4,0,.4020982927341843,.0272148135040579,.0298047156768742,.3634847963341898,.0097132757622843,.0154121246241196
408310,Tempe School District (4258),2018,4,AZ,0,race,wng,1,5.5,2419,5,483.8,0,.9940418971525907,.0469042591911339,.0469042591911339,.9057598476291856,.0040028056663521,.0040028056663521
408410,Thatcher Unified District (4219),2018,4,AZ,0,all,all,0,5.5,1566,11,142.3636363636364,0,.073572011717764,.0265774872541747,.0292239256648465,.0910644252961328,.0233326144488489,.0262220662117585
408410,Thatcher Unified District (4219),2018,4,AZ,0,ecd,ecd,0,5.5,638,11,58,0,-.1313497707525658,.0414144293314988,.0431605138914305,-.1376916902435793,.0277704416853662,.0302387713175575
408410,Thatcher Unified District (4219),2018,4,AZ,0,gender,fem,0,5.5,788,11,71.63636363636364,0,.0885669631305198,.0359865136739649,.0379829457641864,.1138015162231686,.0236678558779693,.0265208080807419
408410,Thatcher Unified District (4219),2018,4,AZ,0,race,hsp,0,5.5,247,7,35.28571428571428,0,-.43289148616511,.0770713981428716,.0780235567903418,-.3020382582108018,.0234819933767951,.0263550729906609
408410,Thatcher Unified District (4219),2018,4,AZ,0,gender,mal,0,5.5,634,9,70.44444444444444,0,.0360454438994535,.0435881626710281,.0452504467111063,.0481121139811942,.0236048455136721,.0264645912705929
